nama_kategori,nama_produk,tgl_transaksi,nama_cabang,nilai_jual,jumlah_unit
Makanan & Minuman,minuman probiotik,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,101370,109
Buah,jeruk 1 kg,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,1146320,92
Buah,apel 1 kg,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,1601968640,27904
Buah,alpukat 1 kg,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,974610,147
Buah,belimbing 1 kg,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,322240,76
Buah,durian 1 kg,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,2274080,122
Buah,kelapa muda,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,550160,104
Buah,mangga 1 kg,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,2264460,141
Buah,Manggis 1 kg,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,597690,29
Buah,nenas 1 kg,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,750200,121
Buah,nangka 1 kg,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,121536000,3840
Buah,pepaya 1 buah,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,948440,181
Buah,pisang 1 sisir,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,538360,86
Buah,rambutan 1 kg,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,534720,96
Buah,salak 1 kg,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,935130,61
Buah,semangka 1 buah,2008-11-17 00:00:00,PHI Mini Market - Jakarta Pusat 01,1873970,133
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,1583400,130
Sayur-Sayuran,buncis 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,452900,70
Sayur-Sayuran,kacang panjang 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,616850,73
Sayur-Sayuran,kacang hijau 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,596140,82
Sayur-Sayuran,kentang 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,43582720,5056
Sayur-Sayuran,ketimun 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,447450,95
Sayur-Sayuran,kobis 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,111870,99
Sayur-Sayuran,tomat 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,229080,46
Sayur-Sayuran,ubi kayu basah 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,119780,106
Sayur-Sayuran,ubi jalar 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,100440,81
Sayur-Sayuran,wortel 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,227540,62
Makanan & Minuman,susu kotak (800 ml),2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,1972500,150
Makanan & Minuman,telur ayam ras 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,1512500,121
Makanan & Minuman,telur ayam kampung 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,1775700,90
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,16616000,160
Makanan & Minuman,air mineral 600 ml,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,162500,125
Makanan & Minuman,jus kesehatan 600 ml,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,563220,63
Makanan & Minuman,nasi goreng instant (1 ons),2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,327080,52
Makanan & Minuman,snack gurih 1 ons,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,314720,56
Makanan & Minuman,kacang goreng 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,1425640,116
Makanan & Minuman,kacang mete 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,6018480,78
Makanan & Minuman,markisa 600 ml,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,1545000,100
Makanan & Minuman,bumbu fried chicken,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,1858060,122
Makanan & Minuman,susu kotak 1 l,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,477020,46
Makanan & Minuman,minuman probiotik,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,90210,97
Buah,jeruk 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,1384900,110
Buah,apel 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,805728000,13952
Buah,alpukat 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,723720,111
Buah,belimbing 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,429250,101
Buah,durian 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,2988800,160
Buah,kelapa muda,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,152540,29
Buah,mangga 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,1867600,116
Buah,Manggis 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,1224600,60
Buah,nenas 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,643750,103
Buah,nangka 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,285027840,8896
Buah,pepaya 1 buah,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,650000,125
Buah,pisang 1 sisir,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,943750,151
Buah,rambutan 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,436080,79
Buah,salak 1 kg,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,1520640,99
Buah,semangka 1 buah,2008-11-17 00:00:00,PHI Mini Market - Surabaya 01,1545480,108
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,2510090,209
Sayur-Sayuran,buncis 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,397720,61
Sayur-Sayuran,kacang panjang 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,1397280,164
Sayur-Sayuran,kacang hijau 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,896520,124
Sayur-Sayuran,kentang 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,18163200,2112
Sayur-Sayuran,ketimun 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,545200,116
Sayur-Sayuran,kobis 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,163170,147
Sayur-Sayuran,tomat 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,350000,70
Sayur-Sayuran,ubi kayu basah 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,51980,46
Sayur-Sayuran,ubi jalar 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,54900,45
Sayur-Sayuran,wortel 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,334880,91
Makanan & Minuman,susu kotak (800 ml),2008-11-18 00:00:00,PHI Mini Market - Makassar 01,1699100,130
Makanan & Minuman,telur ayam ras 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,813150,65
Makanan & Minuman,telur ayam kampung 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,2951690,149
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-11-18 00:00:00,PHI Mini Market - Makassar 01,7762600,74
Makanan & Minuman,air mineral 600 ml,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,114400,88
Makanan & Minuman,jus kesehatan 600 ml,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,1475820,162
Makanan & Minuman,nasi goreng instant (1 ons),2008-11-18 00:00:00,PHI Mini Market - Makassar 01,1066390,169
Makanan & Minuman,snack gurih 1 ons,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,822150,145
Makanan & Minuman,kacang goreng 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,1014340,82
Makanan & Minuman,kacang mete 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,12090570,157
Makanan & Minuman,markisa 600 ml,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,677160,44
Makanan & Minuman,bumbu fried chicken,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,2696320,176
Makanan & Minuman,susu kotak 1 l,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,1455900,138
Makanan & Minuman,minuman probiotik,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,79170,87
Buah,jeruk 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,1676340,134
Buah,apel 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,1171376640,20736
Buah,alpukat 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,576200,86
Buah,belimbing 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,552120,129
Buah,durian 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,2036120,109
Buah,kelapa muda,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,458480,88
Buah,mangga 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,979200,60
Buah,Manggis 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,953580,46
Buah,nenas 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,765080,124
Buah,nangka 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,351424000,10880
Buah,pepaya 1 buah,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,231440,44
Buah,pisang 1 sisir,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,658260,106
Buah,rambutan 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,318060,57
Buah,salak 1 kg,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,876960,58
Buah,semangka 1 buah,2008-11-18 00:00:00,PHI Mini Market - Makassar 01,436170,31
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,627120,52
Sayur-Sayuran,buncis 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,600760,92
Sayur-Sayuran,kacang panjang 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,1300110,151
Sayur-Sayuran,kacang hijau 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,735280,101
Sayur-Sayuran,kentang 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,42931200,4992
Sayur-Sayuran,ketimun 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,573540,121
Sayur-Sayuran,kobis 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,196470,177
Sayur-Sayuran,tomat 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,783430,157
Sayur-Sayuran,ubi kayu basah 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,113120,101
Sayur-Sayuran,ubi jalar 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,100040,82
Sayur-Sayuran,wortel 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,285980,79
Makanan & Minuman,susu kotak (800 ml),2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,488400,37
Makanan & Minuman,telur ayam ras 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,1398880,112
Makanan & Minuman,telur ayam kampung 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,2815670,143
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,11057550,105
Makanan & Minuman,air mineral 600 ml,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,179400,138
Makanan & Minuman,jus kesehatan 600 ml,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,462060,51
Makanan & Minuman,nasi goreng instant (1 ons),2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,1009260,162
Makanan & Minuman,snack gurih 1 ons,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,496770,87
Makanan & Minuman,kacang goreng 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,927750,75
Makanan & Minuman,kacang mete 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,6132770,79
Makanan & Minuman,markisa 600 ml,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,2472000,160
Makanan & Minuman,bumbu fried chicken,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,1705760,112
Makanan & Minuman,susu kotak 1 l,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,1201750,115
Makanan & Minuman,minuman probiotik,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,76440,84
Buah,jeruk 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,2401600,190
Buah,apel 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,702627840,12288
Buah,alpukat 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,466200,70
Buah,belimbing 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,423720,99
Buah,durian 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,1537500,82
Buah,kelapa muda,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,234000,45
Buah,mangga 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,1121940,69
Buah,Manggis 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,1319040,64
Buah,nenas 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,375150,61
Buah,nangka 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,113449600,3520
Buah,pepaya 1 buah,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,513130,97
Buah,pisang 1 sisir,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,1005710,163
Buah,rambutan 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,509600,91
Buah,salak 1 kg,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,1440000,96
Buah,semangka 1 buah,2008-11-18 00:00:00,PHI Mini Market - Jakarta Pusat 01,1106040,78
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,1391130,117
Sayur-Sayuran,buncis 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,483960,74
Sayur-Sayuran,kacang panjang 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,1419300,166
Sayur-Sayuran,kacang hijau 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,573300,78
Sayur-Sayuran,kentang 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,66914560,7808
Sayur-Sayuran,ketimun 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,166600,35
Sayur-Sayuran,kobis 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,85120,76
Sayur-Sayuran,tomat 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,414170,83
Sayur-Sayuran,ubi kayu basah 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,189280,169
Sayur-Sayuran,ubi jalar 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,156160,128
Sayur-Sayuran,wortel 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,391140,106
Makanan & Minuman,susu kotak (800 ml),2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,1088960,83
Makanan & Minuman,telur ayam ras 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,1123180,89
Makanan & Minuman,telur ayam kampung 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,2835740,142
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,4187600,40
Makanan & Minuman,air mineral 600 ml,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,104280,79
Makanan & Minuman,jus kesehatan 600 ml,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,1189480,131
Makanan & Minuman,nasi goreng instant (1 ons),2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,651990,103
Makanan & Minuman,snack gurih 1 ons,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,752780,133
Makanan & Minuman,kacang goreng 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,1150410,93
Makanan & Minuman,kacang mete 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,3549820,46
Makanan & Minuman,markisa 600 ml,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,2054850,133
Makanan & Minuman,bumbu fried chicken,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,2165020,143
Makanan & Minuman,susu kotak 1 l,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,1015590,97
Makanan & Minuman,minuman probiotik,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,84640,92
Buah,jeruk 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,904320,72
Buah,apel 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,593982720,10368
Buah,alpukat 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,252320,38
Buah,belimbing 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,261020,62
Buah,durian 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,3427060,182
Buah,kelapa muda,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,606680,116
Buah,mangga 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,1482390,91
Buah,Manggis 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,1717800,84
Buah,nenas 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,848030,137
Buah,nangka 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,212460160,6592
Buah,pepaya 1 buah,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,602290,113
Buah,pisang 1 sisir,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,576600,93
Buah,rambutan 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,420280,76
Buah,salak 1 kg,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,721440,48
Buah,semangka 1 buah,2008-11-18 00:00:00,PHI Mini Market - Surabaya 01,1113110,79
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,905160,76
Sayur-Sayuran,buncis 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,523200,80
Sayur-Sayuran,kacang panjang 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,1160440,134
Sayur-Sayuran,kacang hijau 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,1042440,146
Sayur-Sayuran,kentang 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,58139520,6848
Sayur-Sayuran,ketimun 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,547400,115
Sayur-Sayuran,kobis 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,110580,97
Sayur-Sayuran,tomat 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,440880,88
Sayur-Sayuran,ubi kayu basah 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,123170,109
Sayur-Sayuran,ubi jalar 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,218750,175
Sayur-Sayuran,wortel 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,404800,110
Makanan & Minuman,susu kotak (800 ml),2008-11-19 00:00:00,PHI Mini Market - Makassar 01,1656080,127
Makanan & Minuman,telur ayam ras 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,353360,28
Makanan & Minuman,telur ayam kampung 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,1795130,89
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-11-19 00:00:00,PHI Mini Market - Makassar 01,9801380,94
Makanan & Minuman,air mineral 600 ml,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,166400,128
Makanan & Minuman,jus kesehatan 600 ml,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,735480,81
Makanan & Minuman,nasi goreng instant (1 ons),2008-11-19 00:00:00,PHI Mini Market - Makassar 01,1195660,191
Makanan & Minuman,snack gurih 1 ons,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,766480,134
Makanan & Minuman,kacang goreng 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,1669640,134
Makanan & Minuman,kacang mete 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,11871200,152
Makanan & Minuman,markisa 600 ml,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,2107260,138
Makanan & Minuman,bumbu fried chicken,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,1911250,125
Makanan & Minuman,susu kotak 1 l,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,350460,33
Makanan & Minuman,minuman probiotik,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,106020,114
Buah,jeruk 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,669920,53
Buah,apel 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,1249382400,21504
Buah,alpukat 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,699300,105
Buah,belimbing 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,799900,190
Buah,durian 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,1613300,85
Buah,kelapa muda,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,341250,65
Buah,mangga 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,1545600,96
Buah,Manggis 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,2113280,104
Buah,nenas 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,499200,80
Buah,nangka 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,150578560,4672
Buah,pepaya 1 buah,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,932590,179
Buah,pisang 1 sisir,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,333720,54
Buah,rambutan 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,444800,80
Buah,salak 1 kg,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,1847670,121
Buah,semangka 1 buah,2008-11-19 00:00:00,PHI Mini Market - Makassar 01,2486750,175
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,869430,73
Sayur-Sayuran,buncis 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,549360,84
Sayur-Sayuran,kacang panjang 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,857340,99
Sayur-Sayuran,kacang hijau 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,910590,127
Sayur-Sayuran,kentang 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,58961280,6848
Sayur-Sayuran,ketimun 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,354750,75
Sayur-Sayuran,kobis 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,53110,47
Sayur-Sayuran,tomat 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,243530,49
Sayur-Sayuran,ubi kayu basah 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,180930,163
Sayur-Sayuran,ubi jalar 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,157500,126
Sayur-Sayuran,wortel 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,451400,122
Makanan & Minuman,susu kotak (800 ml),2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,1345760,104
Makanan & Minuman,telur ayam ras 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,870780,69
Makanan & Minuman,telur ayam kampung 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,2310350,115
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,14716880,142
Makanan & Minuman,air mineral 600 ml,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,97500,75
Makanan & Minuman,jus kesehatan 600 ml,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,1553160,172
Makanan & Minuman,nasi goreng instant (1 ons),2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,563370,89
Makanan & Minuman,snack gurih 1 ons,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,489600,85
Makanan & Minuman,kacang goreng 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,650520,52
Makanan & Minuman,kacang mete 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,4861420,62
Makanan & Minuman,markisa 600 ml,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,1277640,84
Makanan & Minuman,bumbu fried chicken,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,1332840,87
Makanan & Minuman,susu kotak 1 l,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,1125720,106
Makanan & Minuman,minuman probiotik,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,60450,65
Buah,jeruk 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,2038400,160
Buah,apel 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,713932800,12288
Buah,alpukat 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,898960,136
Buah,belimbing 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,355320,84
Buah,durian 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,1975840,106
Buah,kelapa muda,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,446340,86
Buah,mangga 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,1498680,92
Buah,Manggis 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,3153920,154
Buah,nenas 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,1078800,174
Buah,nangka 1 kg,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,261898240,8192
Buah,pepaya 1 buah,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,640500,122
Buah,pisang 1 sisir,2008-11-19 00:00:00,PHI Mini Market - Jakarta Pusat 01,540320,88
